case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0089,https://www.thestar.com.my/news/nation/2023/02/10/senior-citizens-lose-over-rm227000-in-credit-card-investment-scams-in-pahang,2/10/2023,Kuantan,"Senior citizens lose over RM227,000 in credit card, investment scams in Pahang","A private sector retiree lost RM140,520 after falling victim to a credit card scam, while a woman lost RM87,000 in an investment scam.",227000,Investment Scam,scam,1,Kuantan
#0090,https://www.thestar.com.my/news/nation/2023/02/11/two-senior-citizens-lose-over-rm227000-to-scams,2/11/2023,Kuantan,"Two senior citizens lose over RM227,000 to scams","A private sector retiree lost RM140,520 after falling victim to a credit card scam.",227000,Online Scam,scam,1,Kuantan
#0091,https://www.thestar.com.my/news/nation/2023/02/12/mastermind-among-eight-nabbed-in-saving-scheme-scam-involving-rm44mil-in-losses,2/12/2023,Kuala Lumpur,Mastermind among eight nabbed in saving scheme scam involving RM4.4mil in losses,A total of 116 police reports have been lodged against a saving scheme scam that has resulted in RM4.4mil in losses.,4400000,Investment Scam,scam,1,Kuala Lumpur
#0092,https://www.thestar.com.my/news/2023/02/24/budget-2023-mandatory-kill-switch-to-curb-online-fraud-rm10mil-allocated-to-bust-scams,2/24/2023,Kuala Lumpur,"Budget 2023: Mandatory kill-switch to curb online fraud, RM10mil allocated to bust scams","The National Scam Response Centre (NSRC) has been allocated RM10mil to combat rising online fraud as 25,000 cases were recorded in 2022, costing RM850mil, says Datuk Seri Anwar Ibrahim.",1000000,Other,scam,1,Kuala Lumpur
#0093,https://www.thestar.com.my/news/nation/2023/07/10/nightmare-dressed-like-a-daydream-engineer-loses-rm11530-to-taylor-swift-concert-ticket-scam,7/10/2023,Sibu,"Nightmare dressed like a daydream: Engineer loses RM11,530 to Taylor Swift concert ticket scam","An engineer in Kuching was cheated out of RM11,530 trying to buy tickets to the Taylor Swift concert in Singapore next year.",11530,Other,scam,1,Sibu
#0094,https://www.thestar.com.my/news/nation/2023/01/03/schoolgirl-loses-rm20k-to-investment-scam,1/3/2023,Kuantan,Schoolgirl loses RM20k to investment scam,"A Form Six student lost RM22,300, including her inheri­tance from her late mother, after falling victim to a non-existent investment scheme on Telegram last month.",20000,Investment Scam,scam,1,Kuantan
#0095,https://www.thestar.com.my/news/nation/2023/06/13/jb-clerk-loses-rm10000-in-money-lending-scam,6/13/2023,Johor Baru,"JB clerk loses RM10,000 in money lending scam","A 37-year-old man working as a clerk in Singapore has lost S$3,000 (RM10,334) to a bogus moneylender.",10000,Loan/Financial Scam,scam,1,Johor Baru
#0096,https://www.thestar.com.my/news/nation/2023/06/24/clerk-loses-over-rm100000-to-investment-scam,6/24/2023,Kuantan,"Clerk loses over RM100,000 to investment scam","The desire for quick profits ended in a disaster for a clerk when she lost more than RM100,000 in a bogus investment scheme via Instagram.",100000,Investment Scam,scam,1,Kuantan
#0097,https://www.thestar.com.my/news/nation/2023/06/25/over-rm100k-lost-by-clerk-to-online-scam,6/25/2023,Kuantan,Over RM100k lost by clerk to online scam,"A desire for quick profits ended in a disaster for a clerk when she lost more than RM100,000 in a bogus investment scheme via Instagram.",100000,Other,scam,1,Kuantan
#0098,https://www.thestar.com.my/news/nation/2023/05/09/septuagenarian-loses-rm205990-in-investment-scam,5/9/2023,Kuantan,"Septuagenarian loses RM205,990 in investment scam"," An elderly woman claimed to have lost RM205,990 after falling victim to a non-existent investment scheme.",205990,Investment Scam,scam,1,Kuantan
#0099,https://www.thestar.com.my/news/nation/2023/05/18/lecturer-loses-over-rm25mil-to-macau-scam,5/18/2023,Kuantan,Lecturer loses over RM2.5mil to Macau scam,A female lecturer lost over RM2.5 million after being deceived by a scammer who pretended to be an insurance agent early this year.,2500000,Phishing,scam,1,Kuantan
#0100,https://www.thestar.com.my/news/nation/2023/05/28/teacher-loses-over-rm180000-to-macau-scam-syndicate,5/28/2023,Kuantan,"Teacher loses over RM180,000 to Macau scam syndicate","A teacher lost RM187,000 after she was duped by a scammer impersonating a policeman from the Bukit Aman police headquarters.",180000,Phishing,scam,1,Kuantan
#0101,https://www.thestar.com.my/news/nation/2023/04/01/kulai-teacher-loses-rm250000-in-macau-scam,4/1/2023,Kulai,"Kulai teacher loses RM250,000 in Macau scam","A 51-year-old woman has lost RM250,000 after falling prey to a scammer who pretended to be an insurance agent.",250000,Phishing,scam,1,Kulai
#0102,https://www.thestar.com.my/news/nation/2023/04/05/two-sisters-lose-rm658000-in-phone-scam,4/5/2023,Kuala Terengganu,"Two sisters lose RM658,000 in phone scam","Two sisters lost RM658,000 after falling victim to scammers posing as an insurance agent and police officer last month.",658000,Phishing,scam,1,Kuala Terengganu
#0103,https://www.thestar.com.my/news/nation/2023/04/11/medicine-man-charged-in-rm467000-scam,4/11/2023,Kuala Lumpur,"Medicine man charged in RM467,000 scam","A traditional medicine practitioner has been charged with cheating a senior citizen out of nearly RM468,000 on the pretext of providing religious and spiritual services.",467000,Loan/Financial Scam,scam,1,Kuala Lumpur
#0104,https://www.thestar.com.my/news/nation/2023/04/13/online-gamer-loses-nearly-rm96000-in-scam,4/13/2023,Kuala Lumpur,"Online gamer loses nearly RM96,000 in scam","A video gamer lost more than RM95,000 when she was tricked by someone posing as a police officer on Wednesday (April 12).",96000,Other,scam,1,Kuala Lumpur
#0105,https://www.thestar.com.my/news/nation/2023/03/01/life-savings-of-rm225k-lost-to-scam,3/1/2023,Melaka,Life savings of RM225k lost to scam,"A 58-year-old technician lost her savings of almost RM225,000.",225000,Investment Scam,scam,1,Melaka
#0106,https://www.thestar.com.my/news/nation/2023/01/09/lecturer-loses-rm13mil-in-scam,1/9/2023,Johor Baru,Lecturer loses RM1.3mil in scam,A 41-year-old lecturer was duped of RM1.3mil after being misled by a call from a scammer who claimed to be a police officer.,1300000,Phishing,scam,1,Johor Baru
#0107,https://www.thestar.com.my/news/nation/2023/07/18/cheated-of-nearly-rm1mil,7/18/2023,Johor Baru,Cheated of nearly RM1mil,Two women lost close to a million ringgit after falling for investment and phone scams in separate incidents.,1000000,Phishing,scam,1,Johor Baru
#0108,https://www.thestar.com.my/news/nation/2023/12/29/two-seniors-lose-rm500000-to-scammers,12/29/2023,Johor Baru,"Two seniors lose RM500,000 to scammers","Two Johoreans have been made poorer by nearly half a million ringgit in total after they were duped in separate love and job scams, says the Johor ­deputy police chief.",500000,Employment Scam,scam,1,Johor Baru
#0109,https://www.thestar.com.my/news/nation/2023/11/10/civil-servant-loses-over-rm800000-to-scammers,11/10/2023,Petaling Jaya,"Civil servant loses over RM800,000 to scammers","A 33-year-old civil servant has been cheated of over RM800,000 in a phone scam.",800000,Phishing,scam,1,Petaling Jaya
#0110,https://www.thestar.com.my/news/nation/2023/07/26/hook-line-and-sinker-kerian-fisherman-scammed-of-over-rm280k,7/26/2023,Ipoh,"Hook, line and sinker: Kerian fisherman scammed of over RM280,000","A 27-year-old fisherman in Kerian has been cheated of about RM284,850 after falling victim to a love scam and nonexistent cryptocurrency scheme.",280000,Phishing,scam,1,Ipoh
#0111,https://www.thestar.com.my/news/nation/2023/04/24/dentist-loses-rm220000-to-scammers,4/24/2023,Johor Baru,"Dentist loses RM220,000 to scammers","It is a sombre Hari Raya for a dentist who fell for a scam and lost more than RM220,000 – most of which he had borrowed.",220000,Investment Scam,scam,1,Johor Baru
#0112,https://www.thestar.com.my/news/nation/2023/12/31/retiree-and-clerk-rm22mil-poorer-after-being-scammed-in-johor,12/31/2023,Johor Baru,Retiree and clerk RM2.2mil poorer after being scammed in Johor,A retiree and a clerk incurred losses of over RM2.2mil after falling prey to scam syndicates.,2200000,Employment Scam,scam,1,Johor Baru
#0113,https://www.thestar.com.my/news/nation/2023/11/16/two-scammed-of-nearly-rm2mil,11/16/2023,Johor Baru,Two scammed of nearly RM2mil,A businesswoman and a Malaysian living in Australia have lost more than RM1.74mil in two separate online investment scams promising high returns in US dollars.,1700000,Investment Scam,scam,1,Johor Baru
#0114,https://www.thestar.com.my/news/nation/2023/11/20/elderly-couple-scammed-of-over-rm13-mil-in-investment-scheme,11/20/2023,Kuala Lumpur,Elderly couple scammed of over RM1.3mil in investment scheme," ""Zero savings, zero, can’t even afford a cup of coffee,” was the lament by an elderly pensioner who lost over RM1.3 million after falling prey to an investment scam run by a company based in the city.",1300000,Investment Scam,scam,1,Kuala Lumpur
#0115,https://www.thestar.com.my/news/nation/2023/09/20/trader-loses-almost-rm120000-to-phone-scammers-posing-as-police,9/20/2023,Ipoh,"Trader loses almost RM120,000 to phone scammers posing as police","A trader from Teluk Intan lost about RM118,880 after falling victim to a phone scam.",120000,Phishing,scam,1,Ipoh
#0116,https://www.thestar.com.my/news/nation/2023/10/31/muallim-teacher-loses-rm230000-to-scammers,10/31/2023,Ipoh,"Muallim teacher loses RM230,000 to scammers","A teacher from Muallim district lost over RM230,000 after falling victim to scammers.",230000,Phishing,scam,1,Ipoh
#0117,https://www.thestar.com.my/news/nation/2023/05/17/johor-businessman-loses-nearly-rm60000-to-bogus-loan-offer,5/17/2023,Johor Baru,"Johor businessman loses nearly RM60,000 to bogus loan offer","A 28-year-old man wanting to get a loan ended up losing more than RM50,000 after allegedly being duped by a bogus financial offer.",60000,Loan/Financial Scam,scam,1,Johor Baru
#0118,https://www.thestar.com.my/news/nation/2023/07/17/jb-senior-citizen-loses-over-rm300000-to-scammers,7/17/2023,Johor Baru,"JB senior citizen loses over RM300,000 to scammers","A senior citizen lost more than RM300,000 after falling prey to a phone scam here.",300000,Phishing,scam,1,Johor Baru
#0119,https://www.thestar.com.my/news/nation/2023/12/08/retired-teacher-duped-of-rm480000,12/8/2023,Seremban,"Retired teacher duped of RM480,000","Yet another individual has been duped, this time a retired teacher – who lost RM480,000 to scammers she had spoken to over the phone.",480000,Phishing,scam,1,Seremban
#0120,https://www.thestar.com.my/news/nation/2023/12/11/two-lose-over-rm24mil-to-scammers-says-jb-cops,12/11/2023,Johor Baru,"Two lose over RM2.4mil to scammers, says JB cops","Two individuals here have lost more than RM2.4mil to scammers, says Johor acting police chief Deputy Comm M. Kumar.",2400000,Online Scam,scam,1,Johor Baru
#0121,https://www.thestar.com.my/news/nation/2023/12/14/managers-cheated-of-rm35mil-by-scammers-in-johor,12/14/2023,Johor Baru,Managers cheated of RM3.5mil by scammers in Johor,"Four managers, from multiple industries, lost a total of RM3.5mil to scammers in the state.In police reports they made, the victims, all in their 40s, said they had fallen prey to job, investment and parcel scams.",3500000,Investment Scam,scam,1,Johor Baru
#0122,https://www.thestar.com.my/news/nation/2023/12/21/ipoh-insurance-agent-loses-rm336000-to-fake-investment-scheme,12/21/2023,Ipoh,"Ipoh insurance agent loses RM336,000 to fake investment scheme","An insurance agent lost about RM336,000 after falling victim to a non-existent investment scheme.",336000,Investment Scam,scam,1,Ipoh
#0123,https://www.thestar.com.my/news/nation/2023/12/22/women-lose-over-rm22mil-to-investment-frauds,12/22/2023,Johor Baru,Women lose over RM2.2mil to investment frauds, Two sexagenarians lost RM2.247mil to online investment frauds.,2200000,Investment Scam,scam,1,Johor Baru
#0124,https://www.thestar.com.my/news/nation/2023/10/27/johor-cops-receive-16-reports-of-fraud-totalling-rm108mil-over-six-days,10/27/2023,Johor Baru,Johor cops receive 16 reports of fraud totalling RM1.08mil over six days,Johor police received 16 reports of fraud cases involving illegal investment activities with a cumulative total loss of RM1.08mil.,1080000,Investment Scam,scam,1,Johor Baru
#0125,https://www.thestar.com.my/news/nation/2023/10/28/scammed-out-of-rm540k,10/28/2023,Sibu,Scammed out of RM540k,"A housewife in Sarikei has been cheated out of about RM540,000 in a non-existent online investment that promised high returns of up to 100%.",540000,Investment Scam,scam,1,Sibu
#0126,https://www.thestar.com.my/news/nation/2023/11/06/three-scammed-of-rm19mil-in-bogus-forex-scheme,11/6/2023,Johor Baru,Three scammed of RM1.9mil in bogus forex scheme,"A man and two women, all locals, lost RM1.9mil in a bogus forex investment scheme.",1900000,Investment Scam,scam,1,Johor Baru
#0127,https://www.thestar.com.my/news/nation/2023/11/11/civil-servant-cheated-of-rm822938,11/11/2023,Kuala Lumpur,"Civil servant cheated of RM822,938","A 33-year-old civil servant has been cheated of over RM800,000 in a phone scam.",822938,Phishing,scam,1,Kuala Lumpur
#0128,https://www.thestar.com.my/news/nation/2023/11/21/single-mum-loses-over-rm170k-to-love-scammer,11/21/2023,Kuantan,Single mum loses over RM170k to love scammer,"A single mother fell victim to a scam and suffered losses of over RM170,400 after meeting an individual through social media.",170000,Love/Relationship Scam,scam,1,Kuantan
#0129,https://www.thestar.com.my/news/nation/2023/11/23/manager-cheated-of-almost-rm600000,11/23/2023,Petaling Jaya,"Manager cheated of almost RM600,000","A 39-year-old company manager has become the latest victim of an investment scam, losing almost RM600,000 of his savings.",600000,Investment Scam,scam,1,Petaling Jaya
#0130,https://www.thestar.com.my/news/nation/2023/07/27/women-loses-rm350000-to-039investment-scheme039,7/27/2023,Johor Baru,"Women loses RM350,000 to 'investment scheme'","A 47-year-old local woman lost RM350,793.71 after investing in a scheme known as ‘C CHARGE’ this year.",350000,Investment Scam,scam,1,Johor Baru
#0131,https://www.thestar.com.my/news/nation/2023/08/01/bankrupt-goldsmith-allegedly-dupes-15-gold-suppliers-of-rm30mil-of-gold,8/1/2023,Kuala Lumpur,Bankrupt goldsmith allegedly dupes 15 gold suppliers of RM30mil of gold,More than 15 victims suffered some RM30mil in losses after they were allegedly duped by a goldsmith.,30000000,Investment Scam,scam,1,Kuala Lumpur
